age,workclass,fnlwgt,education,educational-num,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
42,Private,46221,Doctorate,11,Separated,Other-service,White,Male,> 0,0,60,United-States,>50K
42,Private,136986,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
40,Government,345969,Assoc-acdm,7,Married,Adm-clerical,White,Male,0,0,40,United-States,>50K
44,Private,239876,Bachelors,8,Divorced,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
43,Government,218542,HS-grad,4,Unmarried,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
35,Private,265954,Bachelors,8,Unmarried,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
37,Private,171090,9th-12th,3,Married,Machine-op-inspct,Black,Female,0,0,48,United-States,<=50K
44,Self-emp,197558,Prof-school,10,Married,Prof-specialty,White,Male,0,0,70,United-States,>50K
51,Private,165614,Masters,9,Unmarried,Prof-specialty,White,Male,0,0,55,United-States,>50K
56,Private,204816,HS-grad,4,Married,Sales,White,Male,0,0,55,United-States,>50K
21,Private,307371,Some-college,5,Unmarried,Other-service,White,Male,0,0,15,United-States,<=50K
43,Self-emp,96129,9th-12th,3,Married,Handlers-cleaners,White,Male,0,0,60,United-States,<=50K
23,Private,181820,Some-college,5,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
47,Private,173271,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
47,Private,123425,HS-grad,4,Unmarried,Exec-managerial,White,Male,0,0,41,United-States,<=50K
31,Private,174201,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
50,Government,258819,Some-college,5,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K
48,Government,328610,Prof-school,10,Married,Prof-specialty,White,Male,0,0,45,United-States,>50K
26,Private,917220,9th-12th,3,Unmarried,Transport-moving,Black,Male,0,0,40,United-States,<=50K
27,Private,147340,HS-grad,4,Unmarried,Other-service,White,Female,0,0,50,United-States,>50K
25,Private,178843,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,15,United-States,<=50K
37,Private,238311,HS-grad,4,Married,Machine-op-inspct,Black,Male,0,0,36,United-States,>50K
47,Self-emp,276087,HS-grad,4,Married,Farming-fishing,White,Male,0,0,65,United-States,<=50K
27,Private,248402,Bachelors,8,Unmarried,Tech-support,Black,Female,0,0,40,United-States,<=50K
27,Private,216481,Some-college,5,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
19,Private,304299,HS-grad,4,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
27,Private,172009,Bachelors,8,Unmarried,Exec-managerial,White,Female,0,0,40,United-States,<=50K
55,Self-emp,145574,HS-grad,4,Divorced,Exec-managerial,White,Male,> 0,0,60,United-States,<=50K
33,Private,520033,9th-12th,3,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
33,Private,223105,HS-grad,4,Married,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
38,Private,175232,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
27,Government,249362,Some-college,5,Married,Transport-moving,White,Male,> 0,0,40,United-States,<=50K
38,Self-emp,409189,1st-8th,2,Married,Sales,White,Male,0,0,40,Other,<=50K
39,Self-emp,151029,HS-grad,4,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
44,Government,136546,Doctorate,11,Married,Prof-specialty,White,Male,0,> 0,40,United-States,>50K
44,Private,205822,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,>50K
33,Private,195488,HS-grad,4,Married,Adm-clerical,White,Female,0,0,52,United-States,<=50K
61,Private,146788,1st-8th,2,Married,Transport-moving,White,Male,0,0,40,United-States,<=50K
42,Self-emp,165815,Bachelors,8,Married,Prof-specialty,White,Male,0,0,52,United-States,>50K
24,Private,254767,1st-8th,2,Married,Farming-fishing,White,Male,> 0,0,50,United-States,<=50K
30,Private,31985,Some-college,5,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
44,Government,166597,Masters,9,Married,Adm-clerical,White,Male,0,0,40,United-States,>50K
38,Private,79619,Bachelors,8,Married,Sales,White,Male,0,0,42,United-States,>50K
20,Private,219262,9th-12th,3,Unmarried,Transport-moving,White,Male,0,0,50,United-States,<=50K
51,Self-emp,195638,Some-college,5,Separated,Sales,White,Female,0,0,40,United-States,<=50K
61,Government,178312,Some-college,5,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
41,Self-emp,251305,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
26,Private,229613,HS-grad,4,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
62,Self-emp,120939,Some-college,5,Divorced,Sales,White,Male,0,0,40,United-States,<=50K
37,Government,116736,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
53,Self-emp,368014,Prof-school,10,Married,Prof-specialty,White,Male,0,> 0,60,United-States,>50K
62,Self-emp,177493,Some-college,5,Married,Transport-moving,White,Male,0,0,32,United-States,<=50K
23,Private,115326,Some-college,5,Unmarried,Sales,White,Female,0,0,20,United-States,<=50K
37,Private,177181,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
54,Self-emp,269068,Prof-school,10,Married,Prof-specialty,Other,Male,> 0,0,50,Other,>50K
37,Private,171524,1st-8th,2,Married,Craft-repair,Black,Male,0,0,40,United-States,<=50K
35,Private,195516,1st-8th,2,Married,Tech-support,White,Male,0,0,40,Other,<=50K
27,Private,146460,Some-college,5,Unmarried,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
59,Government,171328,9th-12th,3,Separated,Other-service,Black,Female,0,0,30,United-States,<=50K
33,Private,278514,HS-grad,4,Divorced,Craft-repair,White,Female,0,0,42,United-States,<=50K
31,Government,194141,HS-grad,4,Married,Other-service,White,Male,0,0,48,United-States,<=50K
23,Self-emp,174714,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,60,United-States,<=50K
44,Self-emp,83812,Bachelors,8,Divorced,Exec-managerial,White,Male,0,0,60,United-States,<=50K
35,Private,253006,Some-college,5,Married,Prof-specialty,White,Male,> 0,0,38,United-States,>50K
22,Private,21154,HS-grad,4,Unmarried,Other-service,White,Female,0,> 0,32,United-States,<=50K
33,Government,110171,Bachelors,8,Divorced,Prof-specialty,White,Female,0,> 0,40,United-States,<=50K
24,Private,199011,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
44,Private,367749,1st-8th,2,Unmarried,Machine-op-inspct,White,Female,0,0,40,Other,<=50K
21,Government,166704,Some-college,5,Unmarried,Other-service,White,Female,0,0,14,United-States,<=50K
35,Private,195744,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
22,Private,247731,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
27,Private,109611,9th-12th,3,Married,Machine-op-inspct,White,Female,0,0,37,Other,<=50K
57,Private,200453,HS-grad,4,Married,Craft-repair,White,Male,> 0,0,40,United-States,>50K
47,Private,285335,Some-college,5,Married,Craft-repair,White,Male,0,0,50,United-States,>50K
35,Government,182570,Assoc-acdm,7,Married,Other-service,White,Male,0,0,40,United-States,>50K
44,Self-emp,178510,Some-college,5,Unmarried,Sales,White,Male,0,> 0,60,United-States,<=50K
33,Private,255334,Bachelors,8,Married,Prof-specialty,White,Male,0,0,25,United-States,>50K
63,Self-emp,159715,9th-12th,3,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
52,Private,117700,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
19,Private,44047,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
37,Government,287306,Assoc-acdm,7,Married,Prof-specialty,Black,Female,> 0,0,40,United-States,>50K
50,Private,102615,HS-grad,4,Married,Exec-managerial,White,Male,0,> 0,40,United-States,>50K
58,Private,105060,Some-college,5,Unmarried,Adm-clerical,Black,Female,0,0,37,United-States,<=50K
31,Private,271162,9th-12th,3,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
32,Government,83413,Bachelors,8,Married,Adm-clerical,White,Male,0,0,35,United-States,>50K
57,Private,133201,1st-8th,2,Divorced,Craft-repair,White,Male,0,> 0,40,Other,<=50K
28,Private,261725,HS-grad,4,Unmarried,Other-service,White,Female,0,0,40,Other,<=50K
44,Private,119281,Prof-school,10,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
44,Private,379919,Assoc-acdm,7,Married,Farming-fishing,White,Male,0,0,60,United-States,>50K
53,Private,239155,Some-college,5,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
41,Private,249254,HS-grad,4,Divorced,Adm-clerical,White,Female,> 0,0,42,United-States,<=50K
38,Self-emp,245090,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,Other,<=50K
57,Private,137031,Some-college,5,Married,Transport-moving,White,Male,0,0,50,United-States,<=50K
61,Private,198231,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
23,Private,183327,HS-grad,4,Unmarried,Craft-repair,Black,Female,0,> 0,20,United-States,<=50K
38,Private,122952,HS-grad,4,Separated,Craft-repair,White,Female,0,0,35,United-States,<=50K
41,Self-emp,51494,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
56,Private,201817,HS-grad,4,Separated,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
39,Government,175232,Some-college,5,Married,Handlers-cleaners,White,Male,0,> 0,60,United-States,>50K
56,Private,131608,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,>50K
20,Private,259301,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,35,United-States,<=50K
37,Private,212437,Some-college,5,Separated,Machine-op-inspct,Black,Female,0,0,48,United-States,<=50K
34,Private,176711,HS-grad,4,Unmarried,Adm-clerical,White,Male,0,0,40,United-States,<=50K
36,Private,195148,Bachelors,8,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
46,Government,162852,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
29,Private,119052,HS-grad,4,Unmarried,Handlers-cleaners,Black,Female,0,0,40,United-States,<=50K
24,Private,114939,Assoc-voc,6,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
18,Private,245199,9th-12th,3,Unmarried,Transport-moving,White,Male,0,0,40,United-States,<=50K
31,Private,227886,Some-college,5,Unmarried,Adm-clerical,Black,Female,0,0,35,United-States,<=50K
40,Private,271343,Some-college,5,Separated,Tech-support,White,Female,0,0,32,United-States,<=50K
57,Government,237546,Masters,9,Married,Exec-managerial,White,Male,0,0,60,United-States,>50K
37,Private,119992,9th-12th,3,Married,Farming-fishing,White,Male,0,0,40,United-States,<=50K
27,Private,267147,HS-grad,4,Unmarried,Sales,White,Male,0,0,40,United-States,<=50K
20,Private,72520,Some-college,5,Unmarried,Other-service,White,Male,0,0,30,United-States,<=50K
18,Private,151866,Some-college,5,Unmarried,Sales,White,Female,0,0,20,United-States,<=50K
20,Private,206008,HS-grad,4,Unmarried,Other-service,Black,Male,0,0,40,United-States,<=50K
42,Private,230624,9th-12th,3,Unmarried,Transport-moving,White,Male,0,0,40,United-States,>50K
21,Government,402230,Some-college,5,Unmarried,Adm-clerical,White,Male,0,0,36,United-States,<=50K
17,Private,276718,HS-grad,4,Unmarried,Adm-clerical,White,Male,0,0,20,United-States,<=50K
46,Private,261059,Some-college,5,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
32,Private,281384,HS-grad,4,Married,Other-service,White,Female,0,0,10,United-States,<=50K
26,Private,184120,Bachelors,8,Unmarried,Prof-specialty,White,Male,0,0,50,United-States,<=50K
19,Private,39623,Some-college,5,Unmarried,Sales,White,Female,0,0,25,United-States,<=50K
51,Private,117700,Some-college,5,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
21,Private,111467,Some-college,5,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
38,Government,112497,Bachelors,8,Married,Other-service,White,Male,0,0,60,United-States,<=50K
53,Private,166386,Bachelors,8,Married,Machine-op-inspct,Other,Female,0,0,40,Other,<=50K
20,Self-emp,104443,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,20,United-States,<=50K
35,Private,338948,HS-grad,4,Divorced,Craft-repair,Black,Male,0,0,40,United-States,<=50K
57,Private,176904,9th-12th,3,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
35,Private,189102,HS-grad,4,Married,Exec-managerial,White,Male,0,0,55,United-States,>50K
25,Government,112835,Masters,9,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
47,Self-emp,483596,HS-grad,4,Married,Exec-managerial,White,Male,> 0,0,32,United-States,<=50K
42,Government,367292,Some-college,5,Married,Other-service,White,Male,0,0,40,United-States,>50K
41,Private,44121,Some-college,5,Married,Other-service,White,Female,0,0,40,United-States,<=50K
24,Private,102258,Bachelors,8,Married,Sales,White,Male,0,0,40,United-States,<=50K
38,Private,239397,1st-8th,2,Married,Craft-repair,White,Male,0,0,36,Other,<=50K
25,Private,173212,Assoc-acdm,7,Unmarried,Farming-fishing,White,Male,> 0,0,45,United-States,<=50K
54,Government,27432,HS-grad,4,Married,Adm-clerical,White,Male,0,0,40,United-States,>50K
41,Self-emp,142725,HS-grad,4,Married,Transport-moving,White,Male,0,0,45,United-States,<=50K
43,Self-emp,151089,HS-grad,4,Married,Sales,White,Male,0,0,50,United-States,<=50K
21,Private,182614,Some-college,5,Unmarried,Sales,White,Female,0,0,40,Other,<=50K
29,Private,357781,1st-8th,2,Married,Farming-fishing,White,Male,0,0,40,United-States,<=50K
46,Government,144531,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,>50K
20,Private,406641,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,35,United-States,<=50K
23,Private,375871,HS-grad,4,Married,Adm-clerical,White,Female,0,0,40,Other,<=50K
44,Private,151504,Some-college,5,Married,Sales,White,Male,0,0,50,United-States,<=50K
27,Private,182843,HS-grad,4,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K
37,Private,201141,HS-grad,4,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
49,Private,81973,Some-college,5,Married,Craft-repair,Other,Male,0,0,40,United-States,>50K
47,Government,321851,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,50,United-States,>50K
27,Government,216013,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
27,Private,35204,Some-college,5,Married,Craft-repair,White,Male,0,0,46,United-States,<=50K
51,Private,270194,9th-12th,3,Married,Transport-moving,White,Male,0,0,40,United-States,<=50K
42,Private,123838,Bachelors,8,Married,Sales,White,Male,0,0,60,United-States,>50K
45,Private,199625,Some-college,5,Divorced,Prof-specialty,White,Female,0,0,20,United-States,<=50K
20,Private,411862,Assoc-voc,6,Unmarried,Other-service,White,Male,0,0,30,United-States,<=50K
29,Private,213152,9th-12th,3,Divorced,Craft-repair,White,Male,0,0,52,United-States,<=50K
47,Self-emp,117310,HS-grad,4,Unmarried,Other-service,White,Female,0,> 0,48,United-States,<=50K
26,Private,192262,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
36,Private,225516,Assoc-acdm,7,Unmarried,Sales,Black,Male,> 0,0,43,United-States,>50K
57,Self-emp,119253,Masters,9,Married,Sales,White,Male,> 0,0,65,United-States,>50K
20,Private,403118,Some-college,5,Unmarried,Other-service,White,Female,0,0,11,United-States,<=50K
29,Private,445480,9th-12th,3,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
60,Private,266983,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,32,United-States,<=50K
24,Private,22966,Bachelors,8,Married,Sales,White,Male,0,0,45,United-States,<=50K
46,Private,117310,HS-grad,4,Separated,Sales,White,Female,0,0,36,United-States,<=50K
32,Private,162442,Bachelors,8,Unmarried,Exec-managerial,White,Female,0,0,60,United-States,<=50K
36,Private,112264,HS-grad,4,Married,Transport-moving,White,Male,0,0,50,United-States,<=50K
52,Private,46788,Bachelors,8,Divorced,Craft-repair,White,Male,0,0,25,United-States,<=50K
46,Private,117502,HS-grad,4,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
49,Private,169818,HS-grad,4,Married,Other-service,Black,Female,0,0,40,United-States,>50K
42,Private,111949,HS-grad,4,Married,Adm-clerical,White,Female,0,0,35,United-States,<=50K
55,Private,147653,HS-grad,4,Unmarried,Other-service,White,Female,0,0,24,United-States,<=50K
23,Private,250037,Some-college,5,Unmarried,Farming-fishing,White,Female,0,0,50,United-States,<=50K
32,Private,127895,Some-college,5,Unmarried,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
45,Private,229516,HS-grad,4,Separated,Craft-repair,White,Male,0,0,72,Other,<=50K
30,Government,303485,Some-college,5,Unmarried,Transport-moving,Black,Female,0,0,40,United-States,<=50K
19,Private,306225,HS-grad,4,Unmarried,Handlers-cleaners,White,Male,0,0,25,United-States,<=50K
30,Self-emp,90705,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
30,Private,541343,9th-12th,3,Married,Other-service,Black,Male,0,0,40,United-States,<=50K
42,Government,212027,Bachelors,8,Divorced,Prof-specialty,Black,Male,0,0,40,United-States,<=50K
56,Self-emp,109856,Bachelors,8,Married,Exec-managerial,White,Male,> 0,0,50,United-States,>50K
19,Government,276973,Some-college,5,Unmarried,Prof-specialty,White,Female,0,0,20,United-States,<=50K
38,Private,212252,Prof-school,10,Married,Prof-specialty,White,Female,0,0,50,United-States,>50K
30,Government,260782,HS-grad,4,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
27,Private,155382,Some-college,5,Unmarried,Other-service,White,Female,0,0,25,United-States,<=50K
20,Private,216563,Some-college,5,Unmarried,Other-service,White,Female,0,0,20,United-States,<=50K
19,Government,53220,Some-college,5,Unmarried,Adm-clerical,Black,Female,0,> 0,20,United-States,<=50K
23,Private,291407,Some-college,5,Unmarried,Sales,Black,Male,0,0,25,United-States,<=50K
51,Private,43354,Some-college,5,Divorced,Craft-repair,White,Male,0,0,42,United-States,>50K
41,Government,180599,Masters,9,Married,Prof-specialty,White,Male,0,0,50,United-States,<=50K
23,Private,251073,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
26,Private,55929,Masters,9,Unmarried,Exec-managerial,White,Female,0,0,48,United-States,<=50K
28,Government,273051,Bachelors,8,Unmarried,Tech-support,White,Male,0,0,40,United-States,<=50K
32,Government,177794,Masters,9,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
46,Private,270693,HS-grad,4,Unmarried,Handlers-cleaners,White,Male,> 0,0,30,United-States,<=50K
36,Self-emp,138940,Bachelors,8,Married,Exec-managerial,White,Male,> 0,0,50,United-States,>50K
44,Private,203897,Bachelors,8,Separated,Adm-clerical,White,Female,0,0,40,Other,<=50K
34,Private,36385,Masters,9,Unmarried,Prof-specialty,White,Male,0,> 0,50,United-States,<=50K
40,Private,190621,Some-college,5,Divorced,Exec-managerial,Black,Female,0,0,55,United-States,<=50K
52,Private,132973,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,38,United-States,<=50K
50,Private,200046,Masters,9,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
26,Private,192549,Some-college,5,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
57,Self-emp,101338,Bachelors,8,Married,Exec-managerial,White,Male,0,0,20,United-States,<=50K
51,Self-emp,73493,Some-college,5,Separated,Exec-managerial,White,Female,0,0,60,United-States,<=50K
24,Private,132327,Some-college,5,Separated,Sales,Other,Female,0,0,30,Other,<=50K
18,Self-emp,258474,9th-12th,3,Unmarried,Farming-fishing,White,Male,0,0,40,United-States,<=50K
17,Private,82041,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,40,Other,<=50K
47,Government,121124,Masters,9,Married,Prof-specialty,White,Male,0,0,35,United-States,>50K
38,Private,233194,HS-grad,4,Married,Sales,Black,Male,0,0,40,United-States,>50K
50,Private,217577,HS-grad,4,Separated,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
26,Private,189219,Assoc-acdm,7,Unmarried,Adm-clerical,White,Female,0,0,8,United-States,<=50K
58,Private,270131,1st-8th,2,Separated,Other-service,White,Female,0,0,70,Other,<=50K
28,Private,435842,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
64,Private,30725,HS-grad,4,Married,Craft-repair,White,Male,0,0,50,United-States,<=50K
55,Private,143266,Assoc-voc,6,Married,Craft-repair,White,Male,0,0,50,Other,>50K
48,Private,159577,9th-12th,3,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
42,Private,183319,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,43,United-States,>50K
23,Private,97054,HS-grad,4,Married,Exec-managerial,White,Male,0,0,55,United-States,<=50K
24,Private,233419,HS-grad,4,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
37,Self-emp,188563,Some-college,5,Married,Exec-managerial,White,Male,> 0,0,50,United-States,>50K
56,Private,398067,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
61,Private,192237,9th-12th,3,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
48,Private,204990,HS-grad,4,Unmarried,Tech-support,Black,Female,0,0,33,Other,<=50K
19,Private,117444,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
63,Private,114424,Some-college,5,Separated,Machine-op-inspct,Black,Female,0,0,37,United-States,<=50K
38,Private,199256,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
45,Private,168262,HS-grad,4,Married,Machine-op-inspct,White,Male,0,> 0,40,United-States,>50K
23,Private,31606,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
25,Private,209970,Bachelors,8,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
53,Private,172991,Some-college,5,Married,Sales,White,Male,0,0,25,United-States,<=50K
36,Private,161141,Masters,9,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
33,Government,94193,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
30,Private,177596,Some-college,5,Unmarried,Other-service,White,Female,0,0,36,United-States,<=50K
41,Private,718736,Some-college,5,Separated,Other-service,White,Female,0,0,40,United-States,<=50K
32,Self-emp,241885,9th-12th,3,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
50,Private,174655,Some-college,5,Married,Sales,White,Male,0,0,45,United-States,>50K
61,Private,129246,9th-12th,3,Married,Craft-repair,White,Male,0,0,48,United-States,<=50K
34,Private,136862,1st-8th,2,Unmarried,Other-service,White,Female,0,0,40,Other,<=50K
46,Private,123807,HS-grad,4,Unmarried,Machine-op-inspct,Black,Female,0,0,15,United-States,<=50K
36,Private,85272,Assoc-acdm,7,Married,Prof-specialty,White,Female,0,0,30,United-States,>50K
23,Private,239322,HS-grad,4,Divorced,Sales,White,Male,0,0,40,United-States,<=50K
27,Private,216479,Bachelors,8,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
56,Government,222745,Doctorate,11,Married,Transport-moving,White,Male,0,0,56,United-States,<=50K
34,Self-emp,96245,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
21,Private,214542,Some-college,5,Unmarried,Handlers-cleaners,White,Male,0,0,22,United-States,<=50K
36,Private,36989,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
21,Self-emp,265116,Some-college,5,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
27,Private,365745,9th-12th,3,Married,Handlers-cleaners,White,Male,0,0,20,United-States,<=50K
47,Government,123219,Masters,9,Married,Prof-specialty,White,Male,0,0,38,United-States,>50K
39,Private,151023,Some-college,5,Divorced,Adm-clerical,White,Female,> 0,0,45,United-States,<=50K
38,Private,83727,HS-grad,4,Divorced,Other-service,White,Female,0,0,48,United-States,<=50K
33,Private,141490,HS-grad,4,Married,Sales,White,Female,0,0,45,United-States,<=50K
40,Government,134638,Bachelors,8,Married,Exec-managerial,White,Male,0,0,39,United-States,<=50K
57,Private,195835,Some-college,5,Separated,Adm-clerical,White,Male,0,0,40,United-States,<=50K
37,Private,302604,Some-college,5,Separated,Other-service,White,Female,0,0,40,United-States,<=50K
46,Self-emp,112485,HS-grad,4,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
22,Self-emp,171041,Bachelors,8,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
36,Private,117802,Assoc-voc,6,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
34,Private,169496,Some-college,5,Married,Handlers-cleaners,White,Male,0,0,40,United-States,>50K
31,Private,369027,HS-grad,4,Married,Transport-moving,Black,Male,0,0,37,United-States,<=50K
40,Private,192259,Masters,9,Unmarried,Prof-specialty,White,Male,0,0,35,United-States,<=50K
37,Private,289886,Some-college,5,Unmarried,Other-service,Other,Male,0,0,30,Other,<=50K
22,Private,110946,Some-college,5,Unmarried,Other-service,White,Female,0,0,40,United-States,<=50K
46,Private,54190,HS-grad,4,Married,Craft-repair,White,Male,0,0,60,United-States,<=50K
50,Private,196963,1st-8th,2,Divorced,Craft-repair,White,Female,0,0,30,United-States,<=50K
41,Self-emp,197176,HS-grad,4,Married,Exec-managerial,White,Male,0,0,50,United-States,<=50K
46,Private,203067,Prof-school,10,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
43,Private,188905,1st-8th,2,Separated,Machine-op-inspct,White,Female,0,0,40,Other,<=50K
39,Government,187127,Some-college,5,Married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
23,Private,40165,Some-college,5,Unmarried,Prof-specialty,White,Female,0,0,50,Other,<=50K
35,Self-emp,202027,Masters,9,Married,Exec-managerial,White,Male,> 0,0,55,United-States,>50K
26,Private,323044,Some-college,5,Married,Exec-managerial,White,Male,0,0,45,Other,>50K
51,Government,153908,Masters,9,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
45,Private,474617,HS-grad,4,Divorced,Sales,Black,Male,> 0,0,40,United-States,<=50K
28,Private,162298,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Private,88967,9th-12th,3,Unmarried,Transport-moving,Other,Male,0,0,65,United-States,<=50K
24,Private,19513,HS-grad,4,Unmarried,Sales,Other,Female,0,0,40,United-States,<=50K
20,Private,162164,Some-college,5,Unmarried,Other-service,White,Female,0,0,45,United-States,<=50K
42,Private,119359,Prof-school,10,Married,Sales,Other,Female,> 0,0,40,Other,>50K
26,Government,106491,Some-college,5,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
37,Private,166744,HS-grad,4,Divorced,Other-service,White,Female,0,0,12,United-States,<=50K
24,Private,250647,Assoc-voc,6,Married,Craft-repair,White,Male,0,0,40,Other,<=50K
28,Private,154863,Bachelors,8,Unmarried,Adm-clerical,Black,Male,0,0,35,United-States,<=50K
41,Private,124956,Bachelors,8,Separated,Prof-specialty,Black,Female,> 0,0,60,United-States,>50K
35,Private,190297,1st-8th,2,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
26,Private,154571,Some-college,5,Unmarried,Machine-op-inspct,Other,Male,0,0,45,United-States,>50K
43,Private,252519,Bachelors,8,Married,Handlers-cleaners,Black,Male,0,0,40,Other,>50K
52,Private,245275,9th-12th,3,Married,Other-service,White,Female,0,0,35,United-States,<=50K
25,Private,240081,HS-grad,4,Unmarried,Sales,Black,Male,0,0,40,United-States,<=50K
46,Government,193047,Bachelors,8,Married,Prof-specialty,White,Male,0,0,37,United-States,<=50K
